Date,High,Low,Close
07-10-2022,237.330002,224.279999,224.75
10-10-2022,233.830002,224.229996,229.979996
11-10-2022,230.440002,213.699997,214.289993
12-10-2022,223.669998,212.639999,220.869995
13-10-2022,234.470001,211.729996,232.509995
14-10-2022,238.800003,229.509995,230
17-10-2022,249.919998,234.399994,245.100006
18-10-2022,250.369995,237.729996,240.860001
19-10-2022,279.299988,262.660004,272.380005
20-10-2022,278.380005,266.380005,268.160004
21-10-2022,290.75,265.679993,289.570007
24-10-2022,290.48999,280.359985,282.450012
25-10-2022,297.589996,285.549988,291.019989
26-10-2022,305.630005,288.040009,298.619995
27-10-2022,305.209991,294.779999,296.940002
28-10-2022,301.190002,292.290009,295.720001
31-10-2022,297.619995,289.5,291.880005
01-11-2022,299.700012,286.420013,286.75
02-11-2022,287.329987,272.839996,273
03-11-2022,276.290009,268.799988,269.059998
04-11-2022,274.970001,255.320007,260.790009
07-11-2022,261.149994,252.089996,258.600006
08-11-2022,266.079987,256.880005,263.459991
09-11-2022,260.899994,254.220001,254.660004
10-11-2022,275.359985,260.089996,274.970001
11-11-2022,290.660004,271.559998,290.130005
14-11-2022,311,288.190002,299.269989
15-11-2022,312.709991,302.549988,310.200012
16-11-2022,310.48999,303.609985,306.019989
17-11-2022,299.820007,291,295.279999
18-11-2022,298,287,287.980011
21-11-2022,291.869995,282.660004,285.049988
22-11-2022,286.980011,277.339996,286.690002
23-11-2022,292.470001,283.76001,291.5
25-11-2022,289.209991,284.170013,285.540009
28-11-2022,289.549988,280.529999,281.170013
29-11-2022,282.959991,275.940002,280.959991
30-11-2022,308.26001,280.410004,305.529999
01-12-2022,319.799988,303.029999,316.950012
02-12-2022,321.98999,310,320.410004
05-12-2022,322.769989,310.920013,312.589996
06-12-2022,313.220001,303.130005,305.559998
07-12-2022,309.609985,302.100006,308.420013
08-12-2022,312.380005,304.809998,310.26001
09-12-2022,329,319.519989,320.01001
12-12-2022,323.179993,308.850006,315.179993
13-12-2022,332.720001,317.200012,320.339996
14-12-2022,324.709991,314.420013,317.829987
15-12-2022,303.390015,286.549988,290.410004
16-12-2022,294.720001,288.700012,290.709991
19-12-2022,292.25,286.130005,288.299988
20-12-2022,289.279999,280.809998,288.190002
21-12-2022,300.660004,286.5,297.959991
22-12-2022,298.880005,290.809998,297.75
23-12-2022,298.459991,291.910004,294.959991
27-12-2022,293.570007,282.130005,284.170013
28-12-2022,285.190002,273.410004,276.880005
29-12-2022,295.5,281.01001,291.119995
30-12-2022,295.01001,283.220001,294.880005
03-01-2023,298.390015,288.700012,294.950012
04-01-2023,311.140015,295.51001,309.410004
05-01-2023,314.179993,304.549988,309.700012
06-01-2023,316.769989,303.690002,315.549988
09-01-2023,321.700012,313.220001,315.170013
10-01-2023,329.350006,311.070007,327.540009
11-01-2023,328.880005,321.350006,327.26001
12-01-2023,332.950012,323.140015,330.130005
13-01-2023,336.649994,328.890015,332.820007
17-01-2023,332.5,323.600006,326.220001
18-01-2023,330.079987,321.25,326.329987
19-01-2023,324.890015,313.390015,315.779999
20-01-2023,344,332.630005,342.5
23-01-2023,362.25,340.630005,357.420013
24-01-2023,365.649994,355.140015,363.829987
25-01-2023,368.899994,358.5,367.959991
26-01-2023,369.019989,361.700012,364.869995
27-01-2023,365.920013,360.589996,360.769989
30-01-2023,360.950012,352.859985,353.109985
31-01-2023,355.950012,348.709991,353.859985
01-02-2023,365.390015,349.910004,361.98999
02-02-2023,368.320007,358.429993,366.890015
03-02-2023,379.429993,359,365.899994
06-02-2023,368.450012,360.679993,361.480011
07-02-2023,364.179993,354.179993,362.950012
08-02-2023,368.190002,358.309998,366.829987
09-02-2023,373.829987,361.73999,362.5
10-02-2023,362.140015,347.140015,347.359985
13-02-2023,359.700012,344.25,358.570007
14-02-2023,363.75,353.399994,359.959991
15-02-2023,362.880005,354.23999,361.420013
16-02-2023,361.5,350.309998,350.709991
17-02-2023,349,342.440002,347.959991
21-02-2023,344.130005,336.420013,337.5
22-02-2023,341.910004,332.820007,334.880005
23-02-2023,331.279999,314.299988,323.649994
24-02-2023,321.5,314.519989,317.149994
27-02-2023,330,322.119995,323.029999
28-02-2023,327.619995,321.170013,322.130005
01-03-2023,326.600006,312.359985,313.480011
02-03-2023,315.570007,310.380005,311.880005
03-03-2023,317.48999,310.820007,315.179993
06-03-2023,323.299988,311.839996,312.029999
07-03-2023,314.299988,306.619995,308.470001
08-03-2023,311.829987,305.75,311.790009
09-03-2023,312.51001,294.880005,297.779999
10-03-2023,298.790009,289,292.76001
13-03-2023,299.23999,285.329987,293.51001
14-03-2023,297.450012,290.309998,294.940002
15-03-2023,306.309998,292.279999,303.790009
16-03-2023,316.600006,301.709991,310.059998
17-03-2023,310.76001,300,303.5
20-03-2023,307.5,296,305.130005
21-03-2023,307.920013,300.429993,305.790009
22-03-2023,306.450012,293.540009,293.899994
23-03-2023,322.779999,304.140015,320.369995
24-03-2023,331.829987,320.630005,328.390015
27-03-2023,336.440002,324.410004,327.660004
28-03-2023,333.320007,321.279999,323.519989
29-03-2023,332.850006,325.730011,332.029999
30-03-2023,343.290009,335.299988,338.429993
31-03-2023,345.839996,337.200012,345.480011
03-04-2023,348.579987,340.399994,348.279999
04-04-2023,349.799988,343.950012,346.75
05-04-2023,345.429993,336.25,342.350006
06-04-2023,340.480011,332.630005,339.329987
10-04-2023,339.880005,333.359985,338.98999
11-04-2023,347.140015,337.640015,338.209991
12-04-2023,342.799988,330.040009,331.029999
13-04-2023,346.429993,338.75,346.190002
14-04-2023,344.850006,336.410004,338.630005
17-04-2023,338.390015,327.5,332.720001
18-04-2023,337.190002,330.5,333.700012
19-04-2023,325.75,316.100006,323.119995
20-04-2023,331.429993,318.329987,325.350006
21-04-2023,328.290009,319.5,327.980011
24-04-2023,334.660004,326.75,329.019989
25-04-2023,328.660004,321.100006,322.549988
26-04-2023,325.899994,320.470001,321.149994
27-04-2023,327.450012,317.440002,325.850006
28-04-2023,330.809998,324,329.929993
01-05-2023,331.230011,318.089996,324.119995
02-05-2023,326.070007,315.619995,317.549988
03-05-2023,324.619995,315.850006,319.299988
04-05-2023,323.609985,317.950012,320.779999
05-05-2023,324.149994,319.440002,322.76001
08-05-2023,332.559998,322.029999,331.209991
09-05-2023,336.320007,329.73999,332.140015
10-05-2023,337.109985,329.51001,335.420013
11-05-2023,345.470001,331.839996,344.76001
12-05-2023,348.170013,337.359985,339.890015
15-05-2023,341.899994,335.540009,335.890015
16-05-2023,335.170013,331.910004,333.75
17-05-2023,341.380005,329.619995,339.959991
18-05-2023,375.869995,346.369995,371.290009
19-05-2023,369.98999,363.809998,365.359985
22-05-2023,372.01001,362.5,363.01001
23-05-2023,364.170013,354.309998,355.98999
24-05-2023,367.149994,356.630005,364.850006
25-05-2023,367.450012,357.420013,359
26-05-2023,383.76001,356,378.880005
30-05-2023,405.109985,385.790009,392.980011
31-05-2023,396.26001,388.910004,395.230011
01-06-2023,407.519989,393.079987,403.130005
02-06-2023,406.579987,395.899994,400.470001
05-06-2023,413.859985,400.149994,403.540009
06-06-2023,405.119995,396.929993,399.290009
07-06-2023,418.950012,399.230011,399.769989
08-06-2023,409.540009,396.339996,409.369995
09-06-2023,425.899994,414.76001,420.019989
12-06-2023,424.700012,416.570007,423.970001
13-06-2023,437.269989,428.399994,435.730011
14-06-2023,447.329987,433.5,440.859985
15-06-2023,448.649994,439.5,445.269989
16-06-2023,447.51001,430.899994,431.959991
20-06-2023,440,430,434.700012
21-06-2023,434.549988,422.540009,424.450012
22-06-2023,424.709991,418.679993,422.480011
23-06-2023,425.820007,417.730011,424.019989
26-06-2023,430.959991,414.899994,415.940002
27-06-2023,420.880005,411.5,417.079987
28-06-2023,437.290009,422.890015,429.839996
29-06-2023,437.850006,426.149994,428.23999
30-06-2023,444.119995,431.100006,440.48999
03-07-2023,441.549988,431.619995,441.440002
05-07-2023,450.970001,439.619995,445.899994
06-07-2023,442.799988,430.720001,438.839996
07-07-2023,442.329987,435.839996,438.100006
10-07-2023,444.410004,436.820007,441.709991
11-07-2023,440.799988,431.040009,440.209991
12-07-2023,445.410004,437.75,444.049988
13-07-2023,451.670013,441.179993,450.380005
14-07-2023,456.480011,439.700012,441.910004
17-07-2023,456.679993,445.109985,450.049988
18-07-2023,478.149994,448.779999,474.799988
19-07-2023,485,470,477.589996
20-07-2023,448.5,432,437.420013
21-07-2023,438.23999,423.190002,427.5
24-07-2023,428.640015,419.190002,428.369995
25-07-2023,430.880005,426.130005,427.700012
26-07-2023,425.26001,415.589996,422.670013
27-07-2023,427.519989,411.880005,413.170013
28-07-2023,427.470001,413.76001,425.779999
31-07-2023,439.130005,426.299988,438.970001
01-08-2023,445.25,431.399994,438.619995
02-08-2023,435.559998,426.559998,429.700012
03-08-2023,441.929993,427.190002,431
04-08-2023,436.5,426.269989,431.600006
07-08-2023,441.109985,428.910004,440.76001
08-08-2023,443.570007,435.100006,438.299988
09-08-2023,440.619995,427.589996,428.899994
10-08-2023,438.119995,428.690002,429.980011
11-08-2023,430.630005,421.329987,421.660004
14-08-2023,428.850006,418.779999,427.779999
15-08-2023,429.119995,421.040009,423.700012
16-08-2023,424.51001,415.25,415.450012
17-08-2023,415.23999,401.579987,403
18-08-2023,406.519989,398.149994,404.529999
21-08-2023,409.609985,399.5,408.290009
22-08-2023,415.73999,407.399994,413.170013
23-08-2023,437.019989,417.709991,427.549988
24-08-2023,427.589996,406.170013,406.929993
25-08-2023,419.25,407.559998,416.029999
28-08-2023,419.829987,413.269989,418.059998
29-08-2023,432.170013,414.5,429.98999
30-08-2023,438.160004,428.350006,434.670013
31-08-2023,437.149994,431.230011,433.679993
01-09-2023,445.5,435.929993,439.880005
05-09-2023,453.450012,438,448.679993
06-09-2023,451.390015,440.48999,445.76001
07-09-2023,444.600006,436.700012,443.140015
08-09-2023,446.809998,438.850006,442.799988
11-09-2023,449.890015,442.75,445.359985
12-09-2023,445.440002,434.119995,434.690002
13-09-2023,438.399994,410.690002,412.23999
14-09-2023,411.390015,400,400.48999
15-09-2023,404.700012,395.029999,396.940002
18-09-2023,399.470001,392.600006,394.399994
19-09-2023,398.230011,390.25,396.200012
20-09-2023,397.98999,386.119995,386.299988
21-09-2023,395.899994,383.420013,384.149994
22-09-2023,386.880005,378.359985,379.809998
25-09-2023,386.619995,380.809998,384.799988
26-09-2023,384.559998,377.359985,379.25
27-09-2023,384.220001,376.25,377.589996
28-09-2023,378.959991,371.100006,376.359985
29-09-2023,382.579987,375.350006,377.600006
02-10-2023,384.809998,376.799988,380.329987
03-10-2023,394.899994,372.850006,376.75
04-10-2023,380.220001,373.579987,376.899994
05-10-2023,378.600006,367.23999,372.589996
06-10-2023,382.519989,367.769989,381.51001
09-10-2023,387.170013,377.76001,385.950012
10-10-2023,388.700012,372.25,373.320007
11-10-2023,377.809998,365.339996,365.929993
12-10-2023,368.829987,359.049988,361.200012
13-10-2023,358.929993,352.049988,355.679993
16-10-2023,363.079987,354.769989,360.820007
17-10-2023,362.700012,353.890015,355.720001
18-10-2023,354.790009,344.730011,346.190002
19-10-2023,408.950012,392.26001,401.769989
20-10-2023,410.640015,398.01001,400.959991
23-10-2023,407.540009,398.519989,406.839996
24-10-2023,416.690002,408.390015,413.730011
25-10-2023,418.839996,410.109985,411.25
26-10-2023,417.309998,401.540009,403.540009
27-10-2023,410.209991,395.619995,397.869995
30-10-2023,412.820007,399.410004,410.079987
31-10-2023,412.519989,404.630005,411.690002
01-11-2023,420.600006,414.179993,420.190002
02-11-2023,426.690002,417.100006,424.709991
03-11-2023,434.820007,425.529999,432.359985
06-11-2023,435.029999,429.609985,434.73999
07-11-2023,437.640015,431,434.609985
08-11-2023,438.070007,433.679993,436.649994
09-11-2023,440.380005,434.350006,435.149994
10-11-2023,447.480011,435.51001,447.23999
13-11-2023,448.429993,442.600006,444.619995
14-11-2023,454.079987,445.640015,448.649994
15-11-2023,462.75,452.450012,461.940002
16-11-2023,467.279999,459.649994,466.950012
17-11-2023,467.649994,462.76001,465.910004
20-11-2023,476.76001,465.399994,474.470001
21-11-2023,477.019989,471.209991,474.950012
22-11-2023,482.700012,476.559998,478
24-11-2023,480.399994,475.200012,479.559998
27-11-2023,482,475.350006,479.170013
28-11-2023,480.5,475.950012,479
29-11-2023,480.98999,474.48999,477.190002
30-11-2023,478.589996,470.420013,473.970001
01-12-2023,475.230011,464.600006,465.73999
04-12-2023,461.200012,451.200012,453.899994
05-12-2023,456.390015,449.579987,455.149994
06-12-2023,460.5,445.730011,446.730011
07-12-2023,452.890015,448.320007,452
08-12-2023,455.5,450.76001,453.76001
11-12-2023,470.649994,457.209991,459.890015
12-12-2023,465.609985,459.200012,463
13-12-2023,481.25,461.980011,479.980011
14-12-2023,480.76001,464.76001,469.829987
15-12-2023,473,467.299988,472.059998
18-12-2023,492.040009,475.100006,486.119995
19-12-2023,496.140015,484.059998,495.019989
20-12-2023,500.890015,488.390015,489.269989
21-12-2023,494.399994,486.769989,491.609985
22-12-2023,496.019989,485.450012,486.76001
26-12-2023,491.480011,486.380005,491.190002
27-12-2023,494.019989,489.25,491.790009
28-12-2023,492.890015,489.070007,490.51001
29-12-2023,492.230011,481.940002,486.880005
02-01-2024,484.649994,461.859985,468.5
03-01-2024,475.049988,465.769989,470.26001
04-01-2024,480.73999,466.529999,474.670013
05-01-2024,479.549988,471.799988,474.059998
08-01-2024,485.23999,473.649994,485.029999
09-01-2024,485.089996,473.799988,482.089996
10-01-2024,487,472.950012,478.329987
11-01-2024,503.410004,483.820007,492.230011
12-01-2024,500.790009,490.609985,492.160004
16-01-2024,494.149994,478.019989,481.23999
17-01-2024,486.209991,475.26001,480.329987
18-01-2024,485.769989,478.019989,485.309998
19-01-2024,485.670013,476.059998,482.950012
22-01-2024,489.799988,479.899994,485.709991
23-01-2024,498.959991,481.399994,492.190002
24-01-2024,562.5,537.070007,544.869995
25-01-2024,563.460022,548.460022,562
26-01-2024,579.640015,558.429993,570.419983
29-01-2024,578.549988,562.679993,575.789978
30-01-2024,570.880005,560.820007,562.849976
31-01-2024,572.150024,562.039978,564.109985
01-02-2024,572.659973,563.830017,567.51001
02-02-2024,567.799988,562.369995,564.640015
05-02-2024,575.75,557.200012,562.059998
06-02-2024,566.340027,554.369995,555.880005
07-02-2024,567.799988,554.97998,559.299988
08-02-2024,563.700012,555.73999,558.530029
09-02-2024,566,558.099976,561.320007
12-02-2024,568.440002,557,557.849976
13-02-2024,559.200012,549,554.52002
14-02-2024,581.25,564.340027,579.330017
15-02-2024,593.77002,580.320007,593.460022
16-02-2024,597,577.460022,583.950012
20-02-2024,586,569.659973,575.130005
21-02-2024,575.780029,567.320007,573.349976
22-02-2024,590.849976,578.890015,588.469971
23-02-2024,592.429993,579.820007,583.559998
26-02-2024,590.75,583.27002,587.650024
27-02-2024,605.359985,592.330017,601.669983
28-02-2024,598.169983,590.01001,596.47998
29-02-2024,604.52002,595.159973,602.919983
01-03-2024,620.280029,599.5,619.340027
04-03-2024,624.419983,615.080017,615.830017
05-03-2024,610.909973,592,598.5
06-03-2024,607.929993,593.559998,597.690002
07-03-2024,610.530029,595.900024,608.51001
08-03-2024,616.090027,600.840027,604.820007
11-03-2024,611,600.369995,600.929993
12-03-2024,615.299988,596.27002,611.080017
13-03-2024,614.849976,607.210022,609.450012
14-03-2024,620.799988,607.349976,613.01001
15-03-2024,622.919983,603.820007,605.880005
18-03-2024,627.409973,610.450012,618.390015
